"motif_id"	"candidate_index"	"disease_local_id"	"disease_name"	"disease_mesh_id"	"drug_local_id"	"drug_name"	"drugbank_id"	"gene_local_id"	"gene_symbol"	"gene_entrez_id"	"evidence_source"	"supporting_trials"
"1162"	"3999"	"219"	"Melanoma"	"D008545"	"926"	"lenvatinib"	"DB09078"	"159"	"FLT1"	"2321"	"strict_phase2_3_disease_directed_title"	"NCT01133977[PHASE1|PHASE2] E7080 (Lenvatinib) in Combination With Dacarbazine Versus Dacarbazine Alone as First Line Therapy in Patients With Stage IV Melanoma; NCT01136967[PHASE2] An Open-Label, 2-Cohort, Multicenter, Study of Lenvatinib in Previously Treated Subjects With Unresectable Stage III or Stage IV Melanoma; NCT03776136[PHASE2] Efficacy and Safety of Lenvatinib (E7080/MK-7902) Plus Pembrolizumab (MK-3475) for Advanced Melanoma in Anti-Programmed Death-1/Programmed Death-Ligand 1 (PD-1/L1)-Exposed Participants (MK-7902-004/E7080-G000-225/LEAP-004); NCT03820986[PHASE3] Safety and Efficacy Study of Pembrolizumab (MK-3475) Combined With Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Advance Melanoma (MK-7902-003/E7080-G000-312/LEAP-003); NCT04207086[PHASE2] A Phase II Study of Neoadjuvant Pembrolizumab & Lenvatinib for Resectable Stage III Melanoma; NCT04622566[PHASE2] Lenvatinib and Pembrolizumab in Resectable Mucosal Melanoma; NCT04889118[PHASE3] Safety and Efficacy Study of Pembrolizumab (MK-3475) Combined With Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Advanced Melanoma (MK-7902-003/E7080-G000-312/LEAP-003)-China Extension Study; NCT04955743[PHASE2] Pembrolizumab and Lenvatinib in Patients With Brain Metastases From Melanoma or Renal Cell Carcinoma; NCT05308901[PHASE2] Lenvatinib Plus Pembrolizumab In Patients With Immune Checkpoint Inhibitor Naïve Metastatic Uveal Melanoma; NCT05406466[PHASE2] Cryoablation Combined With Tislelizumab Plus Lenvatinib in Patients With Melanoma Liver Metastasis; NCT05545969[PHASE2] Neoadjuvant Pembrolizumab and Lenvatinib for Mucosal Melanoma; NCT06030037[PHASE2] Pembrolizumab/Lenvatinib With and Without Healthy Donor FMT (hdFMT) in Relapsed/ Refractory (R/R) Melanoma; NCT07353073[PHASE2] A Prospective, Single-Arm, Phase II Clinical Study of Neoadjuvant Therapy With Pucotenlimab, Lenvatinib, and Temozolomide for Resectable Head and Neck Mucosal Melanoma (PLT-NAT-HNMM-II); NCT07501104[PHASE2] Neoadjuvant Pucotenlimab Combined With Lenvatinib and Temozolomide in Resectable Stage IIB/III Acral Melanoma"
"1163"	"10003"	"442"	"Alcoholism"	"D000437"	"474"	"ondansetron"	"DB00904"	"968"	"HTR1B"	"3351"	"strict_phase2_3_disease_directed_title"	"NCT00000443[PHASE2] Ondansetron Treatment for Alcoholism; NCT00027079[PHASE2] Combined Pharmacotherapies for Alcoholism (Naltrexone/Ondansetron); NCT02354703[PHASE2] Pharmacogenetic Study of Ondansetron in Alcohol Use Disorder"
"1168"	"36928"	"83"	"Lung Neoplasms"	"D008175"	"596"	"capecitabine"	"DB01101"	"2912"	"TYMS"	"7298"	"strict_phase2_3_disease_directed_title"	"NCT00201825[PHASE2] A Phase II Study of Capecitabine and Docetaxel in Previously Untreated Advanced Non-Small Cell Lung Cancer Patients"
"1169"	"25907"	"190"	"Schizophrenia"	"D012559"	"415"	"pentoxifylline"	"DB00806"	"1901"	"PDE4A"	"5141"	"strict_phase2_3_disease_directed_title"	"NCT04094207[PHASE1|PHASE2] Pentoxifylline as an Adjunctive in Treatment of Negative Symptoms in Chronic Schizophrenia"
"1170"	"2512"	"83"	"Lung Neoplasms"	"D008175"	"926"	"lenvatinib"	"DB09078"	"75"	"FGFR1"	"2260"	"strict_phase2_3_disease_directed_title"	"NCT03829319[PHASE3] Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-7902-006/E7080-G000-315/LEAP-006); NCT03829332[PHASE3] Efficacy and Safety Study of Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) in Adults With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Treatment-naïve Nonsmall Cell Lung Cancer (NSCLC) (MK-7902-007/E7080-G000-314/LEAP-007); NCT03976375[PHASE3] Efficacy and Safety of Pembrolizumab (MK-3475) With Lenvatinib (E7080/MK-7902) vs. Docetaxel in Participants With Metastatic Non-Small Cell Lung Cancer (NSCLC) and Progressive Disease (PD) After Platinum Doublet Chemotherapy and Immunotherapy (MK-7902-008/E7080-G000-316/LEAP-008); NCT04676412[PHASE3] Efficacy and Safety Study of Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) in Adults With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Treatment-naïve Nonsmall Cell Lung Cancer (NSCLC) [MK-7902-007/E7080-G000-314/LEAP-007] - China Extension Study; NCT04716933[PHASE3] Safety and Efficacy Study of Pemetrexed + Platinum Chemotherapy + Pembrolizumab (MK-3475) With or Without Lenvatinib (MK-7902/E7080) as First-line Intervention in Adults With Metastatic Nonsquamous Non-small Cell Lung Cancer (MK-7902-006/E7080-G000-315/LEAP-006)-China Extension Study; NCT04951947[PHASE2] JS-201 Combined With Lenvatinib in the Treatment of Small-cell Lung Cancer; NCT05001724[PHASE2|PHASE3] KN046 Plus Lenvatinib in Subject With Advanced Non-Small Cell Lung Cancer in the Failure of Anti-PD-(L)1 Agent; NCT05296603[PHASE2] Efficacy and Biomarker Explanation of IBI-322 Plus Lenvatinib on Extensive Stage Small Cell Lung Cancer; NCT05384015[PHASE2] Study of Pembrolizumab, Lenvatinib and Chemotherapy Combination in First Line Extensive-stage Small Cell Lung Cancer"
"1174"	"40515"	"400"	"Pre-Eclampsia"	"D011225"	"272"	"enalapril"	"DB00584"	"3330"	"ACE"	"1636"	"strict_phase2_3_disease_directed_title"	"NCT03466333[PHASE2] Postnatal Enalapril to Improve Cardiovascular fUnction Following Preterm Pre-eclampsia"
"1178"	"8837"	"83"	"Lung Neoplasms"	"D008175"	"700"	"dasatinib"	"DB01254"	"732"	"PDGFRB"	"5159"	"strict_phase2_3_disease_directed_title"	"NCT00459342[PHASE2] Dasatinib in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer; NCT00470054[PHASE2] Dasatinib in Treating Patients With Relapsed Small Cell Lung Cancer; NCT00564876[PHASE2] Phase II Study Evaluating The Safety And Response To Neoadjuvant Dasatinib In Early Stage Non-Small Cell Lung Cancer; NCT00570401[PHASE2] Dasatinib in Treating Patients With Advanced Lung Cancer That Is No Longer Responding to Erlotinib or Gefitinib; NCT00826449[PHASE1|PHASE2] Dasatinib and Erlotinib in Non-Small Cell Lung Cancer (NSCLC); NCT00858403[PHASE2] Dasatinib in Advanced Non-small Cell Lung Cancer (NSCL) With Ex Vivo and In Vivo Assessment of Tumor Target Modulation; NCT01491633[PHASE2] Dasatinib in Advanced Squamous Cell Lung Cancer; NCT02954523[PHASE1|PHASE2] Dasatinib and Osimertinib (AZD9291) in Advanced Non-Small Cell Lung Cancer With EGFR Mutations"
"1184"	"46584"	"190"	"Schizophrenia"	"D012559"	"487"	"famotidine"	"DB00927"	"4028"	"HRH2"	"3274"	"strict_phase2_3_disease_directed_title"	"NCT01946295[PHASE2|PHASE3] Famotidine in Schizophrenia"
"1185"	"7403"	"85"	"Stroke"	"D020521"	"496"	"aspirin"	"DB00945"	"385"	"PRKAG2"	"51422"	"strict_phase2_3_disease_directed_title"	"NCT01586975[PHASE2|PHASE3] Aspirin Resistance and Stroke Risk: Platelet Function Analysis in Patients With Ischemic Events; NCT03884530[PHASE3] Ticagrelol Versus Aspirin in Ischemic Stroke; NCT06530537[PHASE3] Cilostazol vs. Aspirin in Acute Non-cardioembolic Stroke With Cerebral mIcrobleeds; NCT06591338[PHASE3] Combining Aspirin With Ticagrelor or Clopidogrel in Large-vessel Minor Stroke or TIA; NCT06591377[PHASE3] Combining Aspirin With Ticagrelor or Cilostazol in Large-vessel Minor Stroke or TIA; NCT06638151[PHASE2] Clopidogrel Plus Aspirin in Acute Ischemic Stroke Following Thrombectomy and/or Intravenous Thrombolysis (CoPrime)"
"1188"	"40905"	"106"	"Obesity"	"D009765"	"1119"	"zonisamide"	"DB00909"	"3337"	"CA3"	"761"	"strict_phase2_3_disease_directed_title"	"NCT00339014[PHASE2] Safety and Efficacy of Different Combinations of Zonisamide-CR Plus Bupropion-SR to Treat Uncomplicated Obesity; NCT00709371[PHASE2] Zonisamide SR Plus Bupropion SR Combination Therapy in Subjects With Obesity"
"1191"	"40867"	"190"	"Schizophrenia"	"D012559"	"479"	"amantadine"	"DB00915"	"3333"	"GRIN2D"	"2906"	"strict_phase2_3_disease_directed_title"	"NCT00999505[PHASE3] Amantadine as Adjunctive Therapy to Antipsychotics in Schizophrenia"
"1192"	"36846"	"265"	"Colorectal Neoplasms"	"D015179"	"186"	"Trifluridine"	"DB00432"	"2912"	"TYMS"	"7298"	"strict_phase2_3_disease_directed_title"	"NCT03306394[PHASE3] A Study of Trifluridine/Tipiracil (Also Known as S 95005 or TAS-102) in Patients With a Pretreated Colorectal Cancer That Has Spread (Metastatic).; NCT04177602[PHASE1|PHASE2] Evaluating Trifluridine/Tipiracil Based Chemoradiation in Locally Advanced Rectal Cancer - The Phase I/II TARC Trial; NCT04450836[PHASE2] Sequences Of REGorafenib And Trifluridine/Tipiracil in Patients With Metastatic Colorectal Cancer; NCT04564898[PHASE1|PHASE2] Trifluridine/Tipiracil in Combination With Capecitabine and Bevacizumab in Metastatic Colorectal Cancer Patients.; NCT04737187[PHASE3] Phase III Study of Trifluridine/Tipiracil With and Without Bevacizumab in Refractory Metastatic Colorectal Cancer Patients; NCT05007132[PHASE2] Trifluridine/ Tipiracil Plus Panitumumab Versus Trifluridine/ Tipiracil Plus Bevacizumab as First-line Treatment of Metastatic Colorectal Cancer; NCT05201352[PHASE1|PHASE2] Evaluation of Efficacy of Trifluridine/Tipiracil Plus an Anti-IL-1α True Human Antibody Versus Trifluridine/Tipiracil Plus Placebo in Metastatic Colorectal Cancer Patients After Failure of Oxaliplatin, Irinotecan, Fluoropyrimidine; NCT05223673[PHASE3] Phase 3 Study of Futuximab/Modotuximab in Combination With Trifluridine/Tipiracil Versus Trifluridine/Tipiracil Single Agent in Participants With Previously Treated Metastatic Colorectal Cancer; NCT05468892[PHASE2] Phase II Randomized Study Evaluating the Efficacy of Panitumumab (VEctibix ) and Trifluridine-Tipiracil (LOnsurf) in Pretreated RAS Wild Type Metastatic Colorectal Cancer Patients: the VELO Trial; NCT06343116[PHASE3] Nimotuzumab Combined With Trifluridine/Tipiracil in the Treatment of Refractory Metastatic Colorectal Cancer; NCT06873763[PHASE1|PHASE2] Nelmastobart in Combination With Trifluridine/ Tipiracil and Bevacizumab in Metastatic/ Recurrent Colorectal Cancer; NCT06992648[PHASE3] Trifluridine/Tipiracil Plus Regorafenib vs Trifluridine/Tipiracil Plus Bevacizumab for Refractory Metastatic Colorectal Cancer; NCT07011550[PHASE2] Phase 2, Single-arm Trial of BMS-986340 in Association With Nivolumab, Trifluridine/Tipiracil and Bevacizumab for Patients Refractory to Standard of Care Treatment and With Microsatellite-stable Colorectal Cancer; NCT07261709[PHASE2] Trifluridine/Tipiracil Plus Fruquintinib vs. Trifluridine/Tipiracil Plus Bevacizumab in Refractory Metastatic Colorectal Cancer: A Randomized, Controlled, Open-Label, Non-Inferiority Trial; NCT07286695[PHASE2] Fruquintinib Combined With Trifluridine/Tipiracil Versus Bevacizumab Combined With Trifluridine/Tipiracil for Advanced Metastatic Colorectal Cancer; NCT07381764[PHASE2] ROMANCE: ""Irinotecan Plus Cetuximab Rechallenge Versus Trifluridine/Tipiracil Plus Bevacizumab in Molecularly Selected Metastatic Colorectal Cancer""; NCT07525206[PHASE3] A Study to Access Intravenous (IV) Telisotuzumab Adizutecan in Combination With IV Bevacizumab Compared to Standard of Care IV Bevacizumabin Combination With Oral Trifluridine and Tipiracil in Adult Participants With Refractory Metastatic Colorectal Cancer; NCT07549412[PHASE3] A Study of Precemtabart Tocentecan With or Without Bevacizumab Compared to Trifluridine/Tipiracil Plus Bevacizumab in Participants With Previously Treated Metastatic Colorectal Cancer (PROCEADE-CRC-03)"
"1193"	"3492"	"265"	"Colorectal Neoplasms"	"D015179"	"680"	"paclitaxel"	"DB01229"	"119"	"BCL2"	"596"	"strict_phase2_3_disease_directed_title"	"NCT00024401[PHASE2] DHA-Paclitaxel in Treating Patients With Metastatic Colorectal Cancer"
"1195"	"46154"	"190"	"Schizophrenia"	"D012559"	"474"	"ondansetron"	"DB00904"	"3962"	"HTR4"	"3360"	"strict_phase2_3_disease_directed_title"	"NCT00149734[PHASE3] Addition of Ondansetron to Ongoing Antipsychotic Treatment for Schizophrenia; NCT01121042[PHASE3] Double Blind, Placebo-Controlled, Randomised Investigation of Ondansetron in Schizophrenia"
