disorder_type,disease_label,disease_mesh,drug_name,drugbank_id,gene_symbols,gene_entrez_ids,n_gene_bridges,hanami_median_top_percent,hanami_q1_top_percent,hanami_q3_top_percent,hard_clique_seeds_max_of_10,high_priority_top10,has_exact_raw_drug_disease_bridge,hierarchy_flag,n_phase2_3_trials,phase2_3_phases,condition_match_kind,phase2_3_nct_ids,example_trial_title,fda_status,validation_pair_id
psychiatric_mood,Bipolar Disorder,D001714,taurine,DB01956,GABRA1; GABRB1; GABRA5; GABRB3; GABRG1; GRIN2B,2554; 2560; 2558; 2562; 2565; 2904,6,6.802,5.971,11.18,10,True,True,False,1,PHASE2,exact_or_named_subtype,NCT00217165,"Taurine as an Anti-Manic Agent: A Double-Blind, Placebo-Controlled Study",not_screened_here,e3f52f01a632564efb9c
psychiatric_mood,Depressive Disorder,D003866,risperidone,DB00734,DRD2; HTR2A; HTR1A; HTR2C; ADRA2A; DRD3; HTR1B; HTR7; HTR1D,1813; 3356; 3350; 3358; 150; 1814; 3351; 3363; 3352,9,7.006,4.06,8.235,10,True,True,True,8,PHASE1|PHASE2;PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00044681;NCT00095134;NCT00174577;NCT00174590;NCT00206765;NCT00640562;NCT01282632;NCT02374567,A Study of the Effectiveness and Safety of Risperidone to Augment SSRI Therapy in Patients With Treatment-resistant Depression,not_screened_here,b9901165d43596ec37fe
psychiatric_mood,Depressive Disorder,D003866,promethazine,DB01069,DRD2; HTR2A; CHRM2,1813; 3356; 1129,3,7.009,5.542,8.788,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,4848bc30fa825d22132a
psychiatric_mood,Bipolar Disorder,D001714,tianeptine,DB09289,HTR1A; DRD3; OPRK1,3350; 1814; 4986,3,7.111,5.0,9.618,10,True,True,False,1,PHASE3,exact_or_named_subtype,NCT00879372,Efficacy of Adjunctive Tianeptine in the Treatment of Bipolar Depression,not_screened_here,4e3d6f96920ca90fc666
psychiatric_mood,Depressive Disorder,D003866,pimozide,DB01100,DRD2; HTR2A; DRD1; HTR1A; DRD3; DRD4; 1816,1813; 3356; 1812; 3350; 1814; 1815; 1816,7,7.119,4.818,9.461,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,2ef0159fc4e506342c35
psychiatric_mood,Depressive Disorder,D003866,perphenazine,DB00850,DRD2; HTR2A; DRD1; HTR2C; HTR7,1813; 3356; 1812; 3358; 3363,5,7.261,5.251,9.681,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,e7432b2000870a233aa6
psychiatric_mood,Depressive Disorder,D003866,aripiprazole,DB01238,DRD2; HTR2A; CHRM2; HTR1A; DRD1; HTR2C; ADRA2A; DRD3; HTR1B; HTR1D; HTR7; DRD4; 1816; HTR3A,1813; 3356; 1129; 3350; 1812; 3358; 150; 1814; 3351; 3352; 3363; 1815; 1816; 3359,14,7.455,3.722,9.313,10,True,True,True,10,PHASE1|PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00276978;NCT00556140;NCT01111539;NCT01111552;NCT01111565;NCT01123707;NCT01386086;NCT01655706;NCT02374567;NCT05814640,Aripiprazole Augmentation Therapy in Treatment-resistant Depression,not_screened_here,db40a616c41f41cff0ad
psychiatric_mood,Depressive Disorder,D003866,paliperidone,DB01267,DRD2; HTR2A; HTR1A; HTR2C; DRD1; ADRA2A; DRD3; HTR1D; HTR7; DRD4,1813; 3356; 3350; 3358; 1812; 150; 1814; 3352; 3363; 1815,10,7.501,4.137,8.498,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,3aae284631ae1002c8a9
psychiatric_mood,Depressive Disorder,D003866,olanzapine,DB00334,CHRM2; HTR2A; ADRB1; HTR1A; HTR2C; DRD1; ADRA2A; GABRB3; DRD3; HTR1B; HTR1D; 1816; DRD4; HTR3A,1129; 3356; 153; 3350; 3358; 1812; 150; 2562; 1814; 3351; 3352; 1816; 1815; 3359,14,7.55,5.374,26.483,10,True,True,True,9,PHASE1|PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00035321;NCT00056472;NCT00273624;NCT00510146;NCT00568672;NCT01282632;NCT01687478;NCT02374567;NCT05814640,The Study of Olanzapine Plus Fluoxetine in Combination for Treatment of Treatment Resistant Depression,not_screened_here,19ea2c899701e5af8461
psychiatric_mood,Depressive Disorder,D003866,haloperidol,DB00502,DRD2; HTR2A; HTR1A; DRD1; DRD3; HTR7; HTR1D; 1816; GRIN2B,1813; 3356; 3350; 1812; 1814; 3363; 3352; 1816; 2904,9,7.57,3.394,7.894,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,a61d4211abd36295c128
psychiatric_mood,Depressive Disorder,D003866,quetiapine,DB01224,HTR2A; DRD2; CHRM2; HTR1A; HTR2C; ADRA2A; DRD1; SLC6A2; HTR1D; HTR7; DRD4; HTR3A,3356; 1813; 1129; 3350; 3358; 150; 1812; 6530; 3352; 3363; 1815; 3359,12,7.573,5.509,12.836,10,True,True,True,11,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00174603;NCT00351910;NCT00388973;NCT00681668;NCT00751504;NCT00953108;NCT02374567;NCT02720198;NCT04521478;NCT05603104;NCT05973786,Treatment of Depression With Quetiapine,not_screened_here,0704f6615607ee771a96
psychiatric_mood,Depressive Disorder,D003866,levomepromazine,DB01403,DRD2; HTR2A; CHRM2; HTR2C; ADRA2A; DRD4; 1816,1813; 3356; 1129; 3358; 150; 1815; 1816,7,7.765,4.28,9.813,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,9d522150e17e439867a7
psychiatric_mood,Depressive Disorder,D003866,fluphenazine,DB00623,DRD2; HTR2A; HTR2C; DRD1; AR; 1816,1813; 3356; 3358; 1812; 367; 1816,6,7.766,4.963,8.744,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,f55ca46914ccd59e5708
psychiatric_mood,Depressive Disorder,D003866,flupentixol,DB00875,DRD2; HTR2A; DRD1; DRD3; 1816,1813; 3356; 1812; 1814; 1816,5,7.899,6.653,11.776,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,3f9da213fc0cbecf1d99
psychiatric_mood,Depressive Disorder,D003866,Sertindole,DB06144,DRD2; HTR2A; HTR2C,1813; 3356; 3358,3,7.906,5.657,11.431,10,True,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,6b9b38ed9bc1b5d340a5
psychiatric_mood,"Depressive Disorder, Major",D003865,biperiden,DB00810,CHRM3,1131,1,7.954,7.032,10.221,10,True,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,d80493dfd40cbd5a2783
psychiatric_mood,Depressive Disorder,D003866,zuclopenthixol,DB01624,DRD2; HTR2A; ADRA2A; DRD1; 1816,1813; 3356; 150; 1812; 1816,5,8.054,6.085,10.972,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,0ec90f25595ade9ce30c
psychiatric_mood,Depressive Disorder,D003866,mirtazapine,DB00370,DRD2; HTR2A; SLC6A4; ADRB1; DRD1; HTR2C; SLC6A3; DRD3; ADRA2A; SLC6A2; HTR7; 1816; HTR3A,1813; 3356; 6532; 153; 1812; 3358; 6531; 1814; 150; 6530; 3363; 1816; 3359,13,8.069,4.569,10.922,10,True,True,True,9,PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00080158;NCT00249444;NCT00322309;NCT02185131;NCT02374567;NCT02646449;NCT02650544;NCT03852160;NCT06309472,Treatment of Adolescent Suicide Attempters (TASA),not_screened_here,ac93e9842ecfdef097b4
psychiatric_mood,Depressive Disorder,D003866,SULPIRIDE,DB00391,DRD2; DRD3,1813; 1814,2,8.225,5.511,10.124,10,True,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,05898591b40adaeac491
psychiatric_mood,Depressive Disorder,D003866,memantine,DB01043,DRD2; HTR3A; 2903,1813; 3359; 2903,3,8.332,7.08,10.196,10,True,True,True,2,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT01876823;NCT02374567,Memantine Plus Es-citalopram in Elderly Depressed Patients With Cognitive Impairment,not_screened_here,44042b394d30b251050a
psychiatric_mood,Bipolar Disorder,D001714,venlafaxine,DB00285,SLC6A4; SLC6A2; SLC6A3,6532; 6530; 6531,3,8.333,6.302,11.049,10,True,True,False,2,PHASE3,exact_or_named_subtype,NCT05603104;NCT05973786,"Intensified Pharmacological Treatment for Schizophrenia, Major Depressive Disorder and Bipolar Depression After a First-time Treatment Failure",not_screened_here,7adf2d2c4b63c8304715
psychiatric_mood,Depressive Disorder,D003866,ziprasidone,DB00246,HTR2A; CHRM2; DRD2; HTR1A; SLC6A4; HTR2C; DRD1; ADRA2A; DRD3; HTR1B; HTR7; HTR1D; 1816; HTR3A,3356; 1129; 1813; 3350; 6532; 3358; 1812; 150; 1814; 3351; 3363; 3352; 1816; 3359,14,8.35,6.396,16.226,10,True,True,True,5,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00421954;NCT00483548;NCT00555997;NCT00633399;NCT02374567,Open-label Ziprasidone Study for Psychosis Treatment in Adolescents,not_screened_here,483fdd3482ac687bf8a2
psychiatric_mood,Depressive Disorder,D003866,chlorprothixene,DB01239,DRD2; HTR2A; DRD1; HTR2C; CHRM2; DRD3,1813; 3356; 1812; 3358; 1129; 1814,6,8.476,6.532,10.931,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,c7a5903bacfbd3734cb7
psychiatric_mood,"Depressive Disorder, Major",D003865,progesterone,DB00396,NR3C1; 4306,2908; 4306,2,8.508,5.421,13.223,10,True,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00001481,The Role of Hormones in Postpartum Mood Disorders,not_screened_here,5f7141be46b072a5d3de
psychiatric_mood,Depressive Disorder,D003866,clozapine,DB00363,DRD2; HTR2A; CHRM2; HTR1A; HTR2C; DRD1; DRD3; ADRA2A; HTR1B; HTR7; HTR1D; DRD4; 1816; HTR3A,1813; 3356; 1129; 3350; 3358; 1812; 1814; 150; 3351; 3363; 3352; 1815; 1816; 3359,14,8.599,4.943,10.422,10,True,True,True,2,PHASE3,broader_narrower_depressive_spectrum,NCT02374567;NCT05603104,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,7374da4f5b11aeb51876
psychiatric_mood,Depressive Disorder,D003866,progesterone,DB00396,ESR1; AR; NR3C1; OPRK1; 4306,2099; 367; 2908; 4986; 4306,5,8.722,6.747,11.624,10,True,True,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00001481,The Role of Hormones in Postpartum Mood Disorders,not_screened_here,fdfd1f0c2d845a0ca7df
psychiatric_mood,Depressive Disorder,D003866,asenapine,DB06216,HTR2A; DRD2; ADRB1; HTR1A; DRD1; HTR2C; ADRA2A; HTR1B; HTR1D; HTR7; DRD4,3356; 1813; 153; 3350; 1812; 3358; 150; 3351; 3352; 3363; 1815,11,8.832,7.447,14.78,10,True,True,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT01807741,Asenapine for Bipolar Depression,not_screened_here,7fea23e3119ba5fdc280
psychiatric_mood,Depressive Disorder,D003866,pindolol,DB00960,HTR2A; ADRB1; HTR1A; HTR1B,3356; 153; 3350; 3351,4,8.885,7.705,11.683,10,True,True,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00931775,Citalopram Versus Citalopram Plus Pindolol in Major Depressive Disorder,not_screened_here,96881d08e0b9193babeb
psychiatric_mood,Depressive Disorder,D003866,pipamperone,DB09286,DRD2; HTR2A; DRD1; HTR1A; ADRA2A; DRD3; HTR1B,1813; 3356; 1812; 3350; 150; 1814; 3351,7,8.907,6.26,12.144,10,True,True,True,2,PHASE3,broader_narrower_depressive_spectrum,NCT01312922;NCT02374567,Pipamperone/Citalopram (PNB01) Versus Citalopram (CIT) and Versus Pipamperone (PIP) in Major Depressive Disorder (MDD),not_screened_here,947d5d46ae3d71d3cdf9
psychiatric_mood,Bipolar Disorder,D001714,sertraline,DB01104,SLC6A4,6532,1,8.926,6.375,10.756,10,True,True,False,5,PHASE3,exact_or_named_subtype,NCT00158990;NCT00276965;NCT00857584;NCT05603104;NCT05973786,Triiodothyronine (T3) Supplementation in the Treatment of Bipolar and Unipolar Depression.,not_screened_here,36b5be2f1781ce52e9fb
psychiatric_mood,Depressive Disorder,D003866,mianserin,DB06148,DRD2; HTR2A; SLC6A4; DRD1; HTR1A; ADRA2A; HTR2C; SLC6A3; DRD3; SLC6A2; HTR7; OPRK1; 1816,1813; 3356; 6532; 1812; 3350; 150; 3358; 6531; 1814; 6530; 3363; 4986; 1816,13,9.04,5.186,12.338,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,081015c1b637378a2852
psychiatric_mood,Depressive Disorder,D003866,Dehydroepiandrosterone,DB01708,ESR1; GABRA3; GABRB3; GABRA6; 2903,2099; 2556; 2562; 2559; 2903,5,9.194,7.76,12.171,10,True,False,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT00001487,Treatment of Mid-Life-Related Mood Disorders,not_screened_here,1ac4ff9c637a360a42a6
psychiatric_mood,Depressive Disorder,D003866,topiramate,DB00273,GABRA3; GABRA6; GABRB3; GRIA1,2556; 2559; 2562; 2890,4,9.262,7.362,13.457,10,True,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,7f249cec43f1b727afad
psychiatric_mood,Depressive Disorder,D003866,pramipexole,DB00413,HTR2A; HTR1A; ADRA2A; DRD1; HTR2C; HTR1B; HTR1D; DRD4,3356; 3350; 150; 1812; 3358; 3351; 3352; 1815,8,9.264,6.125,13.186,10,True,True,True,3,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00086307;NCT05355337;NCT05825235,Lexapro and Pramipexole and to Treat Major Depression,not_screened_here,748dec4bf8acbeb99485
psychiatric_mood,Bipolar Disorder,D001714,dextromethorphan,DB00514,SLC6A2; OPRK1; CHRNA7; CHRNA2,6530; 4986; 1139; 1135,4,9.287,7.135,9.87,10,True,True,False,1,PHASE3,exact_or_named_subtype,NCT03039842,Combination of Dextromethorphan and Memantine in Treating Bipolar Disorder,not_screened_here,8ff14c4c656d425e0f70
psychiatric_mood,"Depressive Disorder, Major",D003865,mifepristone,DB00834,NR3C1,2908,1,9.326,7.255,14.689,10,True,False,True,8,PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00128479;NCT00128505;NCT00130676;NCT00146523;NCT00208156;NCT00637494;NCT00725270;NCT05217758,A United States Study of the Safety and Tolerability of Corlux for Psychotic Symptoms in Psychotic Major Depression,not_screened_here,b635fb093604c761c4f5
psychiatric_mood,Depressive Disorder,D003866,fluspirilene,DB04842,DRD2; HTR2A; HTR1A; HTR1D,1813; 3356; 3350; 3352,4,9.355,6.775,11.667,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,923f8e8b12e849a28481
psychiatric_mood,Depressive Disorder,D003866,clomipramine,DB01242,HTR2A; SLC6A4; HTR2C; SLC6A3; SLC6A2,3356; 6532; 3358; 6531; 6530,5,9.389,7.311,13.173,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,0a55395e8cfc1376532c
psychiatric_mood,Bipolar Disorder,D001714,mifepristone,DB00834,NR3C1,2908,1,9.43,5.268,17.437,10,True,True,False,1,PHASE2,exact_or_named_subtype,NCT00043654,Clinical Trial of Mifepristone for Bipolar Depression,not_screened_here,89524bc327993114860e
psychiatric_mood,Depressive Disorder,D003866,melatonin,DB01065,ESR1,2099,1,9.552,7.631,14.857,10,True,False,True,2,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT02374567;NCT05474846,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,ae241a84250d746b4731
psychiatric_mood,Depressive Disorder,D003866,brexpiprazole,DB09128,DRD2; HTR2A; HTR1A,1813; 3356; 3350,3,9.6,6.696,13.153,10,True,True,False,14,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT01727726;NCT01838681;NCT01942785;NCT01944969;NCT02012218;NCT02013531;NCT02013609;NCT02212613;NCT03487198;NCT03538691;NCT03697603;NCT03737474;NCT04162522;NCT04569448,"A Study of Flexible-dose Brexpiprazole as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder, the Delphinus Trial",not_screened_here,808485e901c7a129974e
psychiatric_mood,Depressive Disorder,D003866,lurasidone,DB08815,DRD2; HTR2A; HTR1A; ADRA2A; HTR7,1813; 3356; 3350; 150; 3363,5,9.826,7.382,11.334,10,True,True,True,6,PHASE3,broader_narrower_depressive_spectrum,NCT00868699;NCT00868959;NCT01284517;NCT01421134;NCT01423253;NCT02046369,Lurasidone - A 6-week Study of Patients With Bipolar I Depression (Monotherapy),not_screened_here,3633ea1ca953fac2a710
psychiatric_mood,Depressive Disorder,D003866,vilazodone,DB06684,DRD2; HTR1A; SLC6A4; DRD3,1813; 3350; 6532; 1814,4,9.826,7.461,11.915,10,True,True,False,9,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00285376;NCT00290914;NCT00644358;NCT00683592;NCT01742832;NCT01878292;NCT02015546;NCT02372799;NCT02436239,Effectiveness Study of Vilazodone to Treat Depression and to Discover Genetic Markers Associated With Response,not_screened_here,0877027158f83972c972
psychiatric_mood,"Depressive Disorder, Major",D003865,donepezil,DB00843,HTR2A,3356,1,9.829,7.575,12.09,10,True,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,8358fa67bc531dc3e5cd
psychiatric_mood,Bipolar Disorder,D001714,bupropion,DB01156,SLC6A2; SLC6A3,6530; 6531,2,9.909,6.975,14.052,10,True,True,False,3,PHASE1|PHASE2;PHASE3,exact_or_named_subtype,NCT00593099;NCT05603104;NCT05973786,A Preliminary Study of Sustained-Release Bupropion for Smoking Cessation in Bipolar Affective Disorder,not_screened_here,362e36d5dcaa3d313579
psychiatric_mood,Depressive Disorder,D003866,Thioridazine,DB00679,DRD2; HTR2A; DRD1,1813; 3356; 1812,3,9.919,6.923,13.931,10,True,True,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,a83dc13abb34676fc975
psychiatric_mood,Depressive Disorder,D003866,trazodone,DB00656,HTR2A; HTR1A; SLC6A4; ADRA2A; HTR2C,3356; 3350; 6532; 150; 3358,5,10.086,8.486,15.414,10,False,True,True,4,PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT01524497;NCT02086929;NCT02374567;NCT04082806,A Clinical Study of Trazodone Hydrochloride Prolonged-Release Tablets for Treatment of Depression,not_screened_here,3ecfa239e9890398055e
psychiatric_mood,"Depressive Disorder, Major",D003865,sertraline,DB01104,SLC6A4,6532,1,10.106,9.453,12.466,10,False,False,True,42,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00026637;NCT00043550;NCT00056472;NCT00078286;NCT00080158;NCT00143091;NCT00158990;NCT00179283;NCT00232167;NCT00232284;NCT00233103;NCT00275197;NCT00276900;NCT00276965;NCT00302068;NCT00351910;NCT00602355;NCT00636246;NCT00654953;NCT00857584;NCT00946998;NCT01033084;NCT01098318;NCT01360866;NCT01407094;NCT01703039;NCT02122393;NCT02374567;NCT02469545;NCT02565316;NCT02917122;NCT03414931;NCT03852160;NCT04476030;NCT04637620;NCT05603104;NCT05814640;NCT05950061;NCT05973786;NCT06408246;NCT06827431;NCT07645157,Depression and Health Outcomes in Refractory Epilepsy,not_screened_here,32ab891c0733fb41dd2d
psychiatric_mood,Depressive Disorder,D003866,vortioxetine,DB09068,HTR2A; HTR1A; ADRB1; HTR2C; SLC6A4; HTR1B; HTR7,3356; 3350; 153; 3358; 6532; 3351; 3363,7,10.381,8.822,16.348,10,False,True,True,23,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00672620;NCT00672958;NCT00707980;NCT00735709;NCT01152996;NCT01153009;NCT01163266;NCT01179516;NCT01255787;NCT01355081;NCT01491035;NCT02389816;NCT02845349;NCT02871297;NCT03053362;NCT03108625;NCT03485274;NCT03598868;NCT03855865;NCT04498897;NCT05014919;NCT05104918;NCT05814640,Efficacy and Safety of Vortioxetine (Lu AA21004) in the Treatment of Patients With Major Depressive Disorder,not_screened_here,a8c0d8b828a54d83550d
psychiatric_mood,Depressive Disorder,D003866,duloxetine,DB00476,HTR2A; SLC6A4; HTR2C; SLC6A3; SLC6A2,3356; 6532; 3358; 6531; 6530,5,10.63,9.792,13.263,10,False,True,True,37,PHASE1|PHASE2;PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT00042562;NCT00042575;NCT00062673;NCT00073411;NCT00105989;NCT00191685;NCT00321490;NCT00331799;NCT00351910;NCT00366652;NCT00489775;NCT00529789;NCT00599911;NCT00635219;NCT00672620;NCT00811252;NCT00849693;NCT00849901;NCT01140906;NCT01145755;NCT01153009;NCT01223001;NCT01288079;NCT01309945;NCT01360866;NCT01369095;NCT01564862;NCT02232555;NCT02374567;NCT02443194;NCT03038867;NCT03068247;NCT03852160;NCT04111627;NCT04476030;NCT05814640;NCT07649291,Open-Label Treatment With Duloxetine Hydrochloride Once-Daily Dosing for Evaluation of Stabilization Dose in Patients With Major Depression,not_screened_here,eaaa20e02e0a26951c35
psychiatric_mood,Depressive Disorder,D003866,scopolamine,DB00747,CHRM2; CHRNA4,1129; 1137,2,10.64,4.199,15.224,10,False,False,True,3,PHASE2,broader_narrower_depressive_spectrum,NCT00369915;NCT01312844;NCT04211961,The Antidepressant Efficacy of the Anticholinergic Scopolamine,not_screened_here,4ace4c433a1f081caad3
psychiatric_mood,Depressive Disorder,D003866,agomelatine,DB06594,HTR2A; HTR2C,3356; 3358,2,10.811,8.39,14.748,10,False,True,False,7,PHASE3,broader_narrower_depressive_spectrum,NCT00411099;NCT00411242;NCT00463242;NCT00467402;NCT01488071;NCT02374567;NCT03852160,"Efficacy, Safety and Tolerability of Agomelatine in the Treatment of Major Depressive Disorder",not_screened_here,305376c9c02b0ca7f85a
psychiatric_mood,"Depressive Disorder, Major",D003865,nicergoline,DB00699,ADRA1A,148,1,10.905,7.826,14.865,10,False,False,True,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,f6dc800836086cec4df8
psychiatric_mood,Depressive Disorder,D003866,bromperidol,DB12401,DRD2,1813,1,11.057,7.923,14.434,10,False,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,6f56f673ce979716378e
psychiatric_mood,Depressive Disorder,D003866,pentoxifylline,DB00806,TNF; PDE4B; PDE4D; PDE4A,7124; 5142; 5144; 5141,4,11.101,7.674,13.93,10,False,True,True,2,PHASE1|PHASE2;PHASE2,broader_narrower_depressive_spectrum,NCT01625845;NCT05324735,Anti-INFLammatory to Address Mood and Endothelial Dysfunction (INFLAMED),not_screened_here,e9471c9b8d3177670022
psychiatric_mood,Depressive Disorder,D003866,testosterone,DB00624,ESR1; AR; 4306,2099; 367; 4306,3,11.229,7.526,17.265,10,False,True,True,1,PHASE2,broader_narrower_depressive_spectrum,NCT01121211,Hormonal Factors in the Treatment of Anorexia Nervosa,not_screened_here,3dc03113ae63cbdc9170
psychiatric_mood,Depressive Disorder,D003866,estradiol,DB00783,ESR1; CHRNA4,2099; 1137,2,11.362,8.111,16.121,10,False,False,True,4,PHASE2;PHASE2|PHASE3,broader_narrower_depressive_spectrum,NCT00001481;NCT01126801;NCT01308814;NCT03689543,The Role of Hormones in Postpartum Mood Disorders,not_screened_here,165251de20d8b6a1f4d3
psychiatric_mood,"Depressive Disorder, Major",D003865,fluvoxamine,DB00176,SLC6A4,6532,1,11.43,9.778,14.643,10,False,False,True,2,PHASE2;PHASE3,broader_narrower_depressive_spectrum,NCT02374567;NCT04160377,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,96e4541599e2ee4f24ef
psychiatric_mood,Depressive Disorder,D003866,benperidol,DB12867,DRD2,1813,1,11.871,8.085,15.446,10,False,True,False,1,PHASE3,broader_narrower_depressive_spectrum,NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,not_screened_here,0805ce0b4527c9dd65c9
psychiatric_mood,Bipolar Disorder,D001714,modafinil,DB00745,SLC6A3,6531,1,12.043,9.906,18.227,10,False,True,False,1,PHASE3,exact_or_named_subtype,NCT07263022,Cognitive Strategies in Early Psychosis 2,not_screened_here,0c948b722f0b90584160
psychiatric_mood,Bipolar Disorder,D001714,gabapentin,DB00996,CACNA1C; CACNB2; GRIN2B; 2903,775; 783; 2904; 2903,4,12.048,9.268,20.523,10,False,True,False,3,PHASE2,exact_or_named_subtype,NCT03220776;NCT03334721;NCT05064319,Imaging GABAergic/Glutamatergic Drugs in Bipolar Alcoholics Alcoholics,not_screened_here,511b1dc5ee6b810cba88
psychiatric_mood,Depressive Disorder,D003866,mifepristone,DB00834,AR; NR3C1,367; 2908,2,12.15,10.58,13.662,10,False,True,True,8,PHASE2;PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00128479;NCT00128505;NCT00130676;NCT00146523;NCT00208156;NCT00637494;NCT00725270;NCT05217758,A United States Study of the Safety and Tolerability of Corlux for Psychotic Symptoms in Psychotic Major Depression,not_screened_here,b26add0a4baaf58dc829
psychiatric_mood,"Depressive Disorder, Major",D003865,milnacipran,DB04896,SLC6A4; SLC6A2,6532; 6530,2,12.346,10.747,13.664,10,False,False,True,2,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00225511;NCT02783430,Study Evaluating Effexor XR for Major Depression.,not_screened_here,78bbadaf1947b489d29d
psychiatric_mood,"Depressive Disorder, Major",D003865,methylphenidate,DB00422,SLC6A4; SLC6A2,6532; 6530,2,12.615,9.763,13.835,10,False,False,True,3,PHASE2|PHASE3;PHASE3,broader_narrower_depressive_spectrum,NCT00246233;NCT01497548;NCT05474846,CONCERTA® (Methylphenidate Hydrochloride) as add-on Therapy in the Treatment of Adult Major Depressive Disorder.,not_screened_here,e14b783b64d36df5b0a2
psychiatric_mood,Bipolar Disorder,D001714,zonisamide,DB00909,MAOA,4128,1,12.717,7.72,24.287,10,False,True,False,1,PHASE2,exact_or_named_subtype,NCT01566370,Zonisamide for Heavy Drinkers With Bipolar Disorder,not_screened_here,5440c90771350b6f8414
